review,sentiment
"It takes patience to get through David Lynch's eccentric, but-- for a change-- life-affirming chronicle of Alvin Straight's journey, but stick with it. Though it moves as slow as Straight's John Deere, when he meets the kind strangers along his pilgrimage we learn much about the isolation of aging, the painful regrets and secrets, and ultimately the power of family and reconciliation. Richard Farnsworth caps his career with the year's most genuine performance, sad and poetic, flinty and caring. And Sissy Spacek matches him as his ""slow"" daughter Rose who pines over her own private loss while caring for dad. Rarely has a modern film preached so positively about family.",positive
"The novel is easily superior and the best parts of the film are direct translations from what Greene wrote; for instance the quiet but grim humour that breaks into the scenes with Boyer and Lorre, or the murdered-child obsession that takes over some of the plot. Where the film deviates from the novel, it tends to the ludicrous.<br /><br />However I don't want to suggest that the film is bad in any way. It always looks the part and the story stays in the mind like a good 'un. Some of the minor characters were stock actors who could turn their hand to anything.<br /><br />It's a dreadful shame that the film's not available on DVD.",positive
"I guess this is the first movie that made me aware of the term ""cult flick"". It is totally a bad movie, but I can't help it, I like this movie. Richard Boone has made better and so has Joan Van Arc, but if you are in to staying up late and watching movies that don't make you think to much this one is for you.",positive
"what a relief to find out I am not imagining this programme! the summary from taxman is great. I too remember finding it haunting and not particularly family viewing, I must have been 10/11 at the time I watched it. I think for a girl that age part of attraction was lead's very blond hair, and his permanently sad state. The theme was played on a flute I recall - although I cannot remember how it went. I think the intro showed him playing it - or maybe he played a flute in the programme and especially when he was sad? Maybe I am destined never to know how it ended or to see clip or hear the tune, but at least I now know it is not just me.",positive
"I and my brother are very big Asian movie fans, so when finding this movie hidden in a shop, I bought this one on DVD, because it sounded very promising and I couldn't wait to watch it. So I watched this movie with my brother and I must say, in the beginning it was very promising. Both of us really loved this brutal ball scene in the first scene. But i guess that was all. There are some interesting fights, but it is not a action movie, as it claims to be. Instead it's a love movie... with the cliché of love so extremely played over the top, even Shakespeare would vomit on this title. Sorry for my language. By the way: The characters act like being picked up from the street and given 100 for playing in this movie.<br /><br />Well, I and my brother watched it to the end, because we thought, it can only become better. But, heck, it never did. This movie challenged place #1 on my and my brothers ""worst movies ever seen""-list, only followed by ""Fantasy mission force"" - do not watch this either.",negative
"........and an extremely bad one at that!!! How long did this train-wreck last?? 14 episodes or something?? I can see why now.<br /><br />I bought the ""Serenity"" episode from Amazon Unboxed. It was my first purchase, so was free. That is the ONLY good thing about the experience (incident??)<br /><br />I won't comment really on the acting, since these were, I guess, fairly new people who hadn't really gotten the job down just right yet. At least I've never seen them before in any type of major show, theater or TV. If I did, then I have easily forgotten them.<br /><br />But the special effects were absolutely horrendous. True, this isn't exactly a multi-million $$ project, but the original Star Trek did better than this & that was THIRTY-FIVE YEARS ago. I especially got a laugh out of the bad guys (reapers or something like that) ship as it chased the hilarious looking Firefly, with smoke coming out of the engines looking something like a gigantic model rocket. I fully expected to eventually see the Wiley Coyote riding on top, while chasing after the Roadrunner. MODERN jet/rocket engines don't even do it that bad.<br /><br />And that wasn't even the worst of it. The wild-west type shoot-outs had me wondering if I was actually watching a sci-fi film or a Gene Autry one.<br /><br />Regardless of the hype, don't waste your time...I did...all 80-something minutes of the disaster called ""Firefly"".",negative
"When I first watched this show on Cartoon Network, I found it uninteresting. Then I read a lot of good messages about this show, and I decided to watch it. The show was so boring. Each episode was predictable. More, this show has no logic. Hypersmart girls, who are going to school and sometimes do such stupid things, 99% of episodes start with a Monster attacking Townswille, then Mayor (he is a real fool, he is NOT funny, he is so stupid, that I can't imagine how he became a Mayor). Professor, yes, supposed to be the smartest person in this show, but actually... He even found no difference between monster and his brother. Narrator's comments also make this show boring. Because they also have similar lines in the beginning of each episode and in the ending. Also the animation is very strange. Everything except main heroes is shown in an ugly way. Also in every epsode this show is giving you some life-lessons, and it means that it is oriented on little children, but if you look closer, you will see, that there is a lot of violence and even blood(!!!) during their battles.",negative
"This is possibly the best short crime drama I've ever seen. The acting is superb especially Amanda Burton who's character goes from scary to sweet to disturbing to sad and then some...She does an amazing job balancing Rachels/Carlas feelings and acting out the pain of someone who's lost a child, its so believable that it feels more like a real life story then a drama. The other actors are of course great too which they usually are in British TV/Film. The ending,which I'm not going to give away,is fantastic mainly because you don't really get one... (you'll get what I mean after you've seen it) This is well worth buying and seeing over and over again and if you're not touched by this you're one cold hearted person.",positive
"A comparison between this movie and 'The Last Detail' is made by some, but 'Chasers' is flatter than a stretch of Interstate highway in west Texas. And like the scenery in the desert, there's nothing much to distinguish it, not even the fact that a female prisoner is being transported by two navy escorts this time around. No one in the cast comes off too well; with this lame script that's not surprising. Dennis Hopper, the director, won't give much space to this one if he ever writes a memoir, I don't think.",negative
"Guys and Dolls is a unique play based on the characters. Sky Masterson<br /><br />(Marlon Brando) is a high-class gambler who takes up a bet with Nathan Detroit (Frank Sinatra) for one-thousand dollars. Nathan needs the money so he can<br /><br />run his usual crap game and make a fortune. The bet was that Sky wouldn't be able to take just any girl to Havana, Cuba and the ""doll"" he chose was Sarah<br /><br />Brown (Jean Simmons) who was in charge of a missionary. Sky finally bribes<br /><br />Sarah enough to go to Havana with him. They end up falling in love with each other, but later she accuses him of something he had no part in. Nathan ran a crap game in the missionary the night they were gone. Nathan's 14 year fiancé Adelaide (Vivian Blaine) disapproves of Nathan's gambling and tries to stop him from doing it. However, when the movie ends it all ends happy with a double<br /><br />wedding.<br /><br />The songs in this movie are just wonderful no matter who sings it. Marlon<br /><br />Brando has no singing voice at all and true they could have dubbed him but it didn't really matter. He did a wonderful acting job (obviously seeing as it's Brando) and played his character very well. I have seen a few movies with Jean Simmons and thought that this movie was her weakest one, she also couldn't<br /><br />sing at all. However, the singing is made up by Frank Sinatra, Vivien Blaine, and Stubby Kaye. Vivien Blaine and Stubby Kaye was also in the original<br /><br />Broadway production of Guys and Dolls. Vivien Blaine had a terrific voice and was the perfect Adelaide. If you like musical, and even if you don't, i advise you to watch this.",positive
"How can a major German TV station broadcast a mess like this? It's amazing how the main actors avoid every acting talent - Even the well-known Gottfried John is acting very poor - especially in the double murder scene - how amateurish.......! The screen plan is very , very extended - perhaps to fill out 2 parts of the movie. Be careful not to fall asleep while watching! The set is obviously very often a blue screen, f.g. the scenes on the ship with unreal sea in background...! In the German version the sound and the dubbing is very poor - probably reason: different languages of actors - but: other international productions do handle this much more professional. Advice: Do NOT watch - it's a diabolic waste of time!",negative
"Now I had the pleasure of first viewing Contaminated Man when it premiered on TV back in December of 2000.<br /><br />An infectious disease expert (William Hurt) looses his family when an unknown disease enters his home and kills them. Now some years later he is now in Russia or someplace. I'm not sure where exactly, all I know is it takes place somewhere in that area. Anyway, because of budget cutbacks at an infectious disease laboratory, they are forced to lay off most of their workers. One of them, a disgruntled security guard named Joseph Muller (played Peter Weller, best known for his role as the indestructible Robocop) goes in there and demands that they give him his job back. He needs this job because he is divorced and he needs it to pay child support. So he goes in there, a fight breaks out, and some things get knocked over, dangerous things. It's soon discovered that Muller has been infected with a deadly pathogen. In fact it's so deadly, one drop of his blood will kill a person in matter of seconds. Soon word gets out and the disease expert (Hurt) is called in to investigate and he later teamed up with an American reporter. Now Muller is determined to get home to see his wife and son and will stop at nothing even if he has to infect the entire Russian population.<br /><br />Now as I said before this film is a lot like Falling Down. We have a disturbed person (Weller here, Michael Douglas in Falling Down) who will stop at nothing to accomplish there goal even if they have to kill a few people in the process. Next we have a hero-type person (Hurt here, Robert Duvall in Falling Down) who is both sympathetic and determined to stop the antagonist.<br /><br />Contaminated Man is in fact a very good film with a good story line and some very good performances.<br /><br />8/10",positive
"There is a reason to call this a teen flick. Out of 100 possible points I would put it somewhere in the teens. It is predictable, the acting is horrible, especially the minor roles, and above all else it is super predictable. The ending is so hokey that I should have left early and maybe it would have passed. By the way, could you call the male lead a pervert? I bet if it really happened, someone in my school district would have said so. Finally, in the school I grew up in, even though the average class had over 1000 students, we could have picked out a chump like Josie as being a fraud and we would have singled her out of the crowd. My final word is save your time, when it comes on TV watch something better, like the stock quotes.",negative
"Interesting topic. Pathetic delivery - script and direction. <br /><br />Our hero, Miles, thaws out and has his emergency world-first life restoration surgery. This is where the fun begins. The underlying issue is that Miles has NO SOUL!!! This is used to explain his quasi-erratic behaviour of being indirectly responsible for two deaths (I believe this to be the total number of deaths in 104 minutes). <br /><br />On the livlier side, Miles prefers the odd glass of brandy, blazing fireplaces and his young, maturing female cousin. The finale does indeed do justice to this film.<br /><br />Some thoughts: 1. Producer $$$ were parted with to create this tripe. J.D. Feigelson was the script writer and a (or sole) producer. Looks like he did not learn a lesson on ""how not to bring an interesting idea to life"" when one views his other writing credits. This will support the credibility of this script.<br /><br />2. Now available on DVD!!! This IS truly scary. Should be forever ""Bottom of the Shelf"" in VHS format.<br /><br />3. A re-incarnated human without a soul will default to an evil entity. <br /><br />4. The score offers minimal support. Not even an in-form Jerry Goldsmith could save it.<br /><br />5. Deserved the 0230 time slot on TV and a touch more entertaining than the infomercials + test patterns it was competing against at the time of my viewing.<br /><br />6. Thankfully did not spawn any sequels ala Wes Craven's ""Nightmare"" franchise. Chiller Too: The Return Return of Miles, or something like that.<br /><br />Despite my rating of 1, I still recommend this movie as a great example of how to kill an acting or script-writing career. This should apply to directing, however Wes Craven will eternally be exempt due to his sole good piece of ""A Nightmare on Elm Street"" 1984.",negative
"What on earth has become of our dear Ramu? Is this the same man who made Sarkar, Satya, and Comapny? I refuse to believe so. If AAG was Ramu's most ambitious project, he has clearly jumped off the high cliff he has ascended by giving the industry some of the greatest works of all times. This movie is made to fall like a brick. I was cringing to leave the theater, but I was forced to sit because I wouldn't have been able to take my car out of the parking lot before others also left. Else, nothing would have made me sit beyond interval.<br /><br />This movie is nowhere close to Sholay. It doesn't even come near it within a mile. I believe Ramu surely loves The Godfather more than Sholay, since Sarkar was a classic piece of work. I read Ramu's interview a couple of days back, in which the interviewer said that Ramu doesn't sleep for more than 4 hours a day, that too not at a stretch. I completely agree with this now, as his lack of sleep has probably taken its toll on the movie.<br /><br />There is no power in the performance. Amitabh Bachchan doesn't even look scary. He looked more terrifying in the few posters and wallpapers I saw earlier. Ramu's favorite Nisha Kothari did a fantastic job in Sarkar because she didn't have many dialogs (in fact none if I remember clearly). She opened her mouth in this movie, and has found a place in history. The new guy playing Jai's role seems to have that brash look, but didn't manage Jai's role at all. I cant go on... Im sorry... my pain is too big for me to manage right now.<br /><br />I promised myself throughout the movie that I will watch the original Sholay once more just to see that it is still there.<br /><br />Bottom Line: Horrible movie. The media and critics are going to cook Ramu's goose. And just to remind all readers once more, I am one of the biggest Ramu fans, and even I cant spare him for this act.",negative
"lovely. i just love the movie. i want to see this movie because Rupert Grint is a fantastic actor. his expressions are great, spectacular. the movie was excellent. Julie Walters it was perfect too. I think that Rupert is the only boy with red hair that i love. Rupert have a beautiful smile, a beautiful voice. and a wonderful accent. i think that the movie was great and was great see Rupert in another thing but harry potter. and its a very good actor, so it deserves that and more. he just have a golden globe but probably it deserves an Oscar academy award. there are some actors that do not act very well but have a Oscar anyway. it does not matter. but he is perfect, brilliant and beautiful",positive
"Twenty five years ago, I showed this film in some children's classes in Entomology and can still remember the excitement of the kids; they were spellbound! It is not just about the termites who have built and live in the ""Castles of Clay,"" but also about the other animals who use the mounds. There is a fantastic scene in which a cobra fights a monitor lizard while a colony of mongooses watch. It is a not only good for entomology classes, but also for teaching about ecology since there is so much about the interactions between the termites and other organisms and the whole ecology of all of the organisms that live in and around the mounds. <br /><br />I wish it was available on DVD, so that I could watch it again and show others.",positive
"''The 40 Year Old Virgin'''made me laugh a lot. I don't care if it is considered to be a very sexual comedy, I just enjoyed many of the jokes and scenes present in this movie. Steve Carell is perfect as the virgin nerd Andy Stitzer and I think the scene where Andy has his chest hair removed by wax one of the coolest, specially because it is real. Many of the actors and actresses present in this movie are well known or already famous,by the way.<br /><br />Andy Stitzer has a peaceful life. He is a little bit strange and collects lots of toys, but seems harmless. One day, while playing poker with his friends of his work, they discover that Andy is in fact...virgin! And he is already 40 years old! After this surprising revelation, all his friends are trying to make Andy sleep with a woman...the problem is the confusions in which Andy gets in,specially now that he is really starting to like Trish, a woman he met when she was buying a DVD player in the store he works at.",positive
"A cheesy ""B"" crime thriller of the early '50, the story is droll, the characters wooden, Allison Hayes and Abbe Lane are the only two sexpots that make it an eye-catcher, but one short shot, only a few frames long, shows an ""el"" train crossing the river on the State Street bridge, of the 6000 series Pullman-built cars painted in their original 1950 paint scheme, as they were delivered when new in 1950. For traction fans like me, that one short take makes the picture worthwhile. I think films like this one, Ulmer's DETOUR, D.O.A. with Edmund O'Brien,THE FUGITIVE with Harrison Ford, and others of the film noir genre, (big city crime dramas) make it interesting if for nothing other than the fact that I know Chicago and San Francisco intimately and recognize most of the street locations. Other wise it's a really droll boring film!",negative
"It was very refreshing to watch this beautiful movie. The director maintained focus on the main subject without venturing into side plots (the doctor's family or stories of the other hospital patients), that are so typical of Bollywood assembly-line products. He kept the narrative simple to comprehend and made sure all the actors are true to the characters that they are supposed to portray. The rustic ways of the grandfather in the clinic, the cold and unemotional behavior of the surgeon, the zeal of the social worker gave the movie a feel of genuineness. I am also glad that the director did not fall for the temptation of adding songs or special effects and reduce it to the level of Anand or Safar. A couple of scenes toward the end of the movie, such as the boy visiting other blind children and a blind worker's workplace and also the final scene where the boy claps at the sound of splashing and birds chirping are sure make your eyes misty.<br /><br />Many Bollywood players do not realize that Oscar committee members value simplicity of the subject and genuineness and brevity of the movie more than the glitz and glamor. Shwaas is certainly a better nomination than Lagaan, which dealt with a subject that has already been beaten to death. No MPAA member is willingly going to suffer through 4 hours of jingoistic drama and a lot of song and dance.<br /><br />I look forward to more movies from director Sandeep Sawant in the future.",positive
"Legend has it that at the gala Hollywood premiere screening of 2001: A Space Odyssey, about 20 minutes into the film Rock Hudson yelled out ""Would somebody please tell me what the hell this movie is about?"" Well, I have Rock beaten by about 19 minutes, 59 seconds. This movie made absolutely no sense at all. Who were those people? Where were those people? What were the rules of the game called Quintet? Are there any rules to Quintet? Were Robert Altman and his cohorts making the movie up as they went along? What was Paul Newman thinking when he signed on to this? Maybe ol' Fast Eddie saw Zardoz and thought ""Well if Connery can get involved in a futuristic film that makes no sense, so can I."" Maybe the good stuff is on the cutting room floor and all we get to see is the incoherent stuff. Also, did all the cast get to keep their individual funny hats? You never saw such bizarre looking hats all in one place in your life. Quintet just confirms what I've always thought: when Altman's good he's superb, but when he's bad, he makes stuff like Quintet",negative
"Why oh why don't blockbuster movies simply stick to their selling point? Everyone in the cinema, young and old, was there to see talking animals make jokes, and whilst they did that we were all happy... And then, as with Lost In Space, came the two killer blows - plot and sentiment. Who really cared what happened to the tiger or whether Eddie Murphy made up with his daughter? Not me, that's for sure.",negative
"Based on an actual story, John Boorman shows the struggle of an American doctor, whose husband and son were murdered and she was continually plagued with her loss. A holiday to Burma with her sister seemed like a good idea to get away from it all, but when her passport was stolen in Rangoon, she could not leave the country with her sister, and was forced to stay back until she could get I.D. papers from the American embassy. To fill in a day before she could fly out, she took a trip into the countryside with a tour guide. ""I tried finding something in those stone statues, but nothing stirred in me. I was stone myself."" <br /><br />Suddenly all hell broke loose and she was caught in a political revolt. Just when it looked like she had escaped and safely boarded a train, she saw her tour guide get beaten and shot. In a split second she decided to jump from the moving train and try to rescue him, with no thought of herself. Continually her life was in danger. <br /><br />Here is a woman who demonstrated spontaneous, selfless charity, risking her life to save another. Patricia Arquette is beautiful, and not just to look at; she has a beautiful heart. This is an unforgettable story. <br /><br />""We are taught that suffering is the one promise that life always keeps.""",positive
"Trapped: buried alive brings us to a resort that has just opened, and is soon to close.<br /><br />We start with a guy in gear blowing up drifts, to avoid the possibility of avalanches. somehow, that doesn't make sense. anyways, he's about to blow away one particularly big one, when he notices the resort is open. despite his best efforts, higher authority tells him his day is over.<br /><br />soon, as everyone expects, an avalanche hits.<br /><br />Look, i'm not gonna reveal any more, all i can say is this was a B-movie designed for the family channel (which i just saw it on, and the fact it had no commercials proves it's a B-movie) anyways, it's a pretty decent film, but it's partially unreal.<br /><br />firsthand, when people are buried by ice and snow, they're buried. not just traced by powder. or, what about a CD for a screwdriver? it's not possible. and finally, what i can't stress enough, is that an explosion cannot stop a avalanche, guaranteed.<br /><br />furthermore, it's worth a rental or a TV viewing, but not owning. 7/10.<br /><br />The movie is rated PG, but maybe it should have received something a little more strong. a boy nearly loses his foot in an elevator, but his leg is cut around the ankle, a guy is toasted by electricity and diesel, and in the weight room, dead people are laying around.<br /><br />enjoy.",positive
"As is nearly always the case, when Britain comes up with an entertaining and/or successful sit-com or quiz show, the Yanks will come along and poach the format and produce their own, grossly inferior, version. Man About The House is, of course, no exception to that rule. The Yanks' version ( Three's Company ) was unwatchable, braindead pap that seem to run forever. A prime example of quantity over ( non-existent ) quality. The original, on the other hand, is a fondly-remembered gem that had the savvy ( like Fawlty Towers ) to pull the plug at precisely the right time ( unlike the 637 episodes of 'hilarity' that Three's Company came up with ). Jo was cute, there was brilliant chemistry between the Ropers, Richard O'Sullivan made it all look so easy, the scripts, whilst not exactly Oscar Wilde-standard, were consistently funny and Chrissy was THE most drop-dead gorgeous woman who has walked the face of this planet since The Dead Sea was merely feeling unwell. 'Nuff said.",positive
"Well, not much really to say about this. But it is really good. Very good job from Softley directing and the movie have good cast of acting. Movies plot is also believable and... hehe good. So the good is main word in this case. I just hope there would be more this kind scifi movies. Thats why this one s pointed out in the crowd. I give it 8.5 of 10",positive
"Did we all see the same movie??? I can't believe the raves some of the others are giving this really awful bio which, believe or not, was authorized by Shirley Temple herself, based on her book CHILD STAR. Gives me the feeling that some are awfully easy to please.<br /><br />First of all, ASHLEY ROSE ORR, whatever her modest talents are, in no way, shape or form even resembles Shirley Temple enough to be cast as her in this sort of straightforward biography of the world's most famous child star. She gives no indication of why or how this child was so revered except for trying her hardest to do a Shirley impersonation which never clicks on any level. None whatsoever.<br /><br />And that is the major handicap of the whole piece. But as if that isn't bad enough, any drama inherent in Shirley's story of her climb to almost overnight stardom has been completely white-washed with insipid writing peppered with occasional song and dance moments that don't even approximate what Shirley did (as for example, ""The Codfish Ball"" with Buddy Ebsen which was probably the high point of Shirley's choreographed dance routines).<br /><br />Simply putting a girl in a polka dot dress doesn't make her Shirley Temple. None of Shirley's own brand of charm, warmth and appeal is even remotely suggested. All we see on display is a pale imitation of the original proving, once and for all, that there was only one Shirley Temple.<br /><br />It's worthless to write anything further about this mess. None of the others are more than ordinary in lifeless roles. My advice for Shirley's fans is to read her book--or better still--watch her movies.<br /><br />This is the pits.",negative
"I loved this movie. To be very fair, the movie starts off very slowly, with none of the characters being terribly sympathetic. It continues in this way for a good half of the film.<br /><br />But, if you're patient, you'll be greatly rewarded. What the first half of the movie lacks in character development and/or sympathy is adequately compensated for in the second half. It's a bit like riding a roller coaster - a slow, uphill climb to strat off with, and then speed, twists and turns, and a few surprises.<br /><br />As usual, Meryl Streep is wonderful. She is the finest actress of our time. William Hurt is good, if a bit wooden in spots. Renee Zellweger does a very good job, showing that her performance in Jerry McGuire wasn't a fluke.",positive
"This movie is a waste of time and money. Throughout the entire hour and a half, I continued to wait for it to get better and it never did. It was slow moving, the plot jumped around, it wasn't scary or interesting, and really never amounted to anything. The credits during the introduction were long and drawn out, which was basically like the rest of the movie (long and drawn out). Numerous parts of the plot made no sense. Several times during the movie I had thought that maybe I had ""zoned out"" because the incongruity of the plot, however, my companion had the same issue and assured me I did not ""zone out"" from boredom, but it was indeed the movie. I've actually never posted on here about a movie before and have been actively looking up movies on IMDb for numerous years. So the fact that I'm actually taking the time to write something should speak volumes of how bad this movie is and that you should not waste your time or money on it.",negative
"Faith and Mortality... viewed through the lens of an elderly Ashkenazi Jewish-American gentleman and a younger, African-American Jewish gentleman who waver between being at odds with each other and having frank talks about how their lives have unfolded over the years..<br /><br />Mostel's character is a tailor with chronic back problems, and a terminally ill wife; Belafonte's character is a career hustler, never settling on a regular job, and a fatal car accident leaves him in an odd Purgatory-- he must convince Mostel to renew his faith, as it has been failing along with his wife's health (and his own).. but Belafonte's Levine has his own problems, still pining for the girlfriend he left behind..<br /><br />Belafonte's character leaves the film before he seemingly should, and so the the ending is cryptic, and the film suffers somewhat from its ambiguous ending..<br /><br />This is not a 'typical' Hollywood movie on ethnic relations or about a person's crisis of faith.. it is worth watching more than once and appreciating the excellent performances of the principal actors..",positive
"I want very much to believe that the above quote (specifically, the English subtitle translation), which was actually written, not spoken, in a rejection letter a publisher sends to the protagonist, was meant to be self-referential in a tongue-in-cheek manner. But if so, director Leos Carax apparently neglected to inform the actors of the true nature of the film. They are all so dreadfully earnest in their portrayals that I have to conclude Carax actually takes himself seriously here, or else has so much disdain for everyone, especially the viewing audience, that he can't be bothered letting anyone in on the joke.<br /><br />Some auteurs are able to get away with making oblique, bizarre films because they do so with élan and unique personal style (e.g., David Lynch and Alejandro Jodorowsky). Others use a subtler approach while still weaving surreal elements into the fabric of the story (e.g., Krzysztof Kieslowski, and David Cronenberg's later, less bizarre works). In Pola X, Carax throws a disjointed mess at the viewer and then dares him to find fault with it. Well, here it is: the pacing is erratic and choppy, in particular continuity is often dispensed with; superfluous characters abound (e.g., the Gypsy mother and child); most of the performances are overwrought; the lighting is often poor, particularly in the oft-discussed sex scene; unconnected scenes are thrust into the film for no discernible reason; and the list goes on.<br /><br />Not to be completely negative, it should be noted that there were some uplifting exceptions. I liked the musical score, even the cacophonous industrial-techno music being played in the sprawling, abandoned complex to which the main characters retreat in the second half of the film (perhaps a reference to Andy Warhol's 'Factory' of the '60s?). Much of the photography of the countryside was beautiful, an obvious attempt at contrast with the grimy city settings. And, even well into middle-age, Cathering Deneuve shows that she still has 'it'. Her performance was also the only one among the major characters that didn't sink into bathos.<br /><br />There was an earlier time when I would regard such films as ""Pola X"" more charitably. Experimentation is admirable, even when the experiment doesn't work. But Carax tries nothing new here; the film is a pastiche of elements borrowed from countless earlier films, and after several decades of movie-viewing and literally thousands of films later, I simply no longer have the patience for this kind of unoriginal, poorly crafted tripe. At this early moment in the 21st century, one is left asking: With the exception of Jean-Pierre Jeunet, are there *any* directors in France who know how to make a watchable movie anymore? Rating: 3/10.",negative
"This BBC series is excellent. I am no Paleontologist, but this series gives the best historical representation of dinosaurs I have ever seen. The 3D animation and animatronics are very good and make you believe you have travelled back in time. The BBC deserves a pat on the back for such a fine series as well as Tim Haines who must have spent a great deal of time getting this series to air.",positive
"I am from the Dallas/Fort Worth area and lived in Arlington for a few years. This movie was way off as far as making it look like Arlington. I saw mountains in the background of one scene! Texas doesn't have mountains. I guess that happens when a movie that is supposed to be in Texas is filmed in Canada. The accents are also really bad. They should have gotten actors from Texas to play the parts. There a lot of aspiring actors from Texas out in Hollywood. The movie is really sad though, because it is a true story. I pray that the killer is found and convicted. The one good thing is that bc of her death, we now have the Amber Alert to help find missing children quickly after they are abducted.",negative
"""Cat In The Brain"" is a series of extremely violent sequences knitted together by a plot that feels more like an overview, describing director Lucio Fulci's most notorious years of film-making. The movie could also be seen as a dark comedy of sorts, effectively spoofing the various claims that violent cinema causes violence in real life. Fulci goes further than that, he casts himself as the star, the central figure of the film thus showing the audience who is the man behind all the cinematic gore. ""Cat in The Brain"" is not about presenting a clear story and following it. Instead it pokes fun at some of the clichés that have been surrounding the horror genre for years.<br /><br />Lucio Fulci plays himself as a horror director struggling to keep his humanity intact. Years of violent film making have finally began to reach him. It starts slowly, steaks and meat in general begin to disgust him, his colleagues assure Fulci that all he needs is some rest. But that doesn't help and soon the grotesque ideas for his movies begin to overwhelm his daily thoughts. In an attempt to find a cure for his dangerously maddening mental state Lucio starts going to the local psychiatrist. Unfortunately that does more wrong than good and Fulci is thrown into an even bigger mess, as the psychiatrist turns out to be a psychopath, who mimics the murders from Fulci's films in real life.<br /><br />The film retains all the trademarks of Italian splatter cinema, good or bad they are all here. So any comments about the acting or the technical aspects and budget constrains are quite irrelevant as to the quality of the film. It is a visual experience, no doubts about it. Fulci throws in an incredible amount of violence easily surpassing pretty much everything he's made. Amputated by chainsaw limbs, cannibalism, child murder, decapitation, these are just some of the many grotesque acts witnessed in ""Cat In The Brain"". Some of them are obviously recycled from a few the director's less profile movies but they don't stand out of the context, and actually feel quite at home here. As I noted before the movie exists much better as a satire of the genre rather than a serious piece. The way some of the violence is presented does help establish that idea. Such sequences shortly after climax are rejected by the reality in the film, as they are revealed to be actually scenes inside a movie that Fulci's character is directing. This sort of ""film in film"" presentation lessens somewhat the impact of the gore. But in no way does it make it an easy to watch film. Oh no this is far beyond and above the levels of gore found in mainstream horror, and gorehounds will in no doubt be satisfied with that fact.<br /><br />Lucio Fulci was a very polarized figure. People either hate his work or love it. ""Cat in the Brain"" won't convince any of Fulci's detractors in the opposite but it is nevertheless an interesting part of his filmography. One that fans should really check out.",positive
"I think a great many viewers missed entirely the fact that this is obviously a parody of western films.<br /><br />This is not a bad movie - it is a clever tongue in cheek take on westerns. I don't believe this film was taking itself seriously for a moment.<br /><br />What makes this film even more unique is the fact it is centered around 4 strong, beautiful women, two of which are black, one Asian, and a Mexican/Hispanic character.<br /><br />These aren't your usual western women--they're tough--they can draw fast and shoot straight.<br /><br />They're so tough even the bartender is shaking when he pours their whiskey.<br /><br />The plot which moves this story along is typical of westerns--in the vein of ""you shot my brother--so I'm gonna get you!"" Only in this western, a woman's sister has been shot and she's out for vengeance on the gang who did it.<br /><br />So she goes and rounds up her old cronies from her bank robbing days.<br /><br />One of them, Maria, is not really all that interested in avenging Rachel's sister, but she is motived by the fact there's gold and jewelry hidden in the town where they're headed.<br /><br />There are a couple of scenes that don't quite make sense, not that they interfere that much, they can be ignored, but I wondered why they were there. So the film could use a little tightening, but over all, this is a well made film that has failed to find an audience that recognized what it is.<br /><br />My only disappointment was that the only lesbian in the film is a villain--of the ""heroines"", one is obviously straight, the others sexual orientations are never disclosed.<br /><br />7 Stars",positive
"There are exactly 2 good things to be said about ""Fantasies"" (both mentioned by a previous reviewer as well): <br /><br />a) Bo Derek's extraordinary, poetry-inspiring beauty. She has shots in this movie where she gives even Catherine Zeta-Jones a run for her money, and that's a high compliment indeed. Her nudity is brief and discreet, but just looking at her face is enough.<br /><br />b) The Greek island setting, with its sun and crystal-clear blue waters.<br /><br />Other than that, there is no story, the dialogue is abysmal and at times unintentionally funny (""He touched you where you're a woman!""), and Peter Hooten's character is a slimy jerk. Bo overplays the naivete of her character, but then again when you have to work with dialogue this bad it's unfair to blame the actors (the fact that she kept saying the name ""Damir"" in almost every sentence is a major irritation). Oh, and although the film is set on a Greek island, there is hardly a Greek word to be heard - apparently everyone there, from kids to old people, speaks English the whole time. (*)",negative
"This movie is a shameful result of what happens when:<br /><br />A) It is written, directed and produced by an idiot. and/or B) It was rushed in production to satiate the poker/Stu Ungar craze. <br /><br />The story from beginning is uneven. Vidmer spends too much time on Ungar's childhood and not enough on some of the legendary tales -- such as counting cards, his blackjack escapades, the roll of money as id. He also leaves out mentions of other poker greats such as chip reese, brunson etc. The movie is a complete mess from beginning to end. <br /><br />If you want a more complete and accurate account, read the book One of a Kind. If you thought the movie was good, read the book and change your mind.",negative
"i actually thought this is a comedy and sat watching it expecting to laugh my ass off. pretty soon in became clear this is no comedy, or at least not a 'Jim Carrey type' one. what kept we watching was the characters - the movie starts with some pretty grim, troubled people, gathered together to try and fight one of their basic fears - fear of water, fear of swimming. we start to get bit by bit into their lives, witness their troubles, guess of their thoughts.<br /><br />actually i made it look much darker than it actually is, and besides the chain of events soon brings some light and hope to their lives.<br /><br />i probably wouldn't have watched the movie had i known its not a comedy but rather a drama, but i had good time, enjoyed the story and don't mind i spent about 90 minutes with it.<br /><br />many films treat the alienation between people in the western world, this movie shows how people can get together and help each other<br /><br />""and if in the light of dying day you meet her, don't let her pass you by and leave, don't loose her, she is your gift from the sun...""<br /><br />9/10<br /><br />peace and love",positive
